RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
445,Will Dissly   LAC,TE,9,2.8,1.7,—,—,—,3.8,0.0,—,—,—,—,BYE,—,1.1,0.0,5.8,3.9,1.6,2.3,20.7
447,Mason Tipton   NO,WR,13,—,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,6.3,4.9,0.0,1.1,8.1,—,—,1.6,20.4
447,Jaydon Blue   DAL,RB,5,—,—,—,—,0.7,0.0,4.4,2.9,—,BYE,—,—,—,—,—,—,—,12.4,4.1,20.4
449,Raheim Sanders   CLE,RB,5,6.3,—,—,—,—,—,—,—,BYE,—,—,0.0,—,—,—,5.6,4.1,4.3,4.1,20.3
450,Johnny Mundt   JAC,TE,16,0.0,0.0,1.7,0.0,1.7,2.4,1.9,BYE,0.0,3.1,4.5,2.2,0.0,—,0.0,0.0,0.0,2.6,1.3,20.1
451,Ashton Dulin   IND,WR,12,1.5,0.0,0.0,2.8,7.5,0.0,—,0.2,0.0,2.2,BYE,5.8,—,—,—,—,0.0,0.0,1.7,20.0
452,Cade Stover   HOU,TE,9,6.2,—,—,—,—,BYE,—,—,—,—,0.0,0.0,3.9,0.0,5.2,2.7,0.0,1.9,2.2,19.9
452,Nick Westbrook-Ikhine   MIA,WR,15,1.7,3.8,0.0,1.1,0.0,0.0,4.6,2.8,4.2,1.7,0.0,BYE,0.0,0.0,0.0,—,—,0.0,1.3,19.9
454,Dante Pettis   NO,WR,8,—,—,—,—,—,—,—,—,—,0.0,BYE,2.4,0.0,0.0,0.0,0.0,6.3,11.0,2.5,19.7
455,Darius Cooper   PHI,WR,13,0.0,0.0,0.0,—,—,—,—,0.0,BYE,0.0,0.0,2.7,0.0,2.9,4.9,0.0,1.4,6.3,1.4,18.2
456,Tanner Conner   NYG,TE,9,4.0,0.0,2.3,0.0,3.6,1.8,3.8,2.6,0.0,—,—,—,—,BYE,—,—,—,—,2.0,18.1
457,Cody White   SEA,WR,9,0.0,—,—,—,—,—,—,BYE,13.0,0.0,0.0,0.0,3.1,1.9,0.0,0.0,—,—,2.0,18.0
458,Kameron Johnson   TB,WR,17,0.0,0.0,0.0,0.0,0.2,16.4,0.0,0.0,BYE,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.7
459,Will Shipley   PHI,RB,15,2.6,—,—,0.0,1.4,0.0,1.7,0.2,BYE,5.4,0.0,0.0,2.1,1.3,0.0,-0.7,0.2,3.3,1.2,17.5
459,Quintin Morris   JAC,TE,13,—,0.0,—,0.0,0.0,0.0,—,BYE,—,0.0,2.1,0.0,2.4,0.0,4.0,1.5,0.0,7.5,1.3,17.5
461,Tyler Conklin   LAC,TE,10,7.2,0.0,0.0,1.3,5.0,0.0,—,0.0,—,2.2,—,BYE,0.0,—,—,—,—,1.6,1.7,17.3
462,Trayveon Williams   CLE,RB,7,—,—,—,—,—,—,—,—,BYE,0.0,0.9,—,—,0.0,2.7,9.5,1.0,3.0,2.4,17.1
463,Mason Rudolph   PIT,QB,5,—,0.5,—,—,BYE,0.0,—,—,—,—,9.0,8.5,-1.0,—,—,—,—,—,3.4,17.0
464,Ben Skowronek   PIT,WR,16,9.2,0.0,0.0,0.0,BYE,0.0,0.0,2.3,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,—,0.0,1.1,16.9
465,Nate Adkins   DEN,TE,9,—,—,0.0,2.5,0.0,10.3,4.0,0.0,—,—,—,BYE,—,—,0.0,0.0,—,0.0,1.9,16.8
466,Jack Stoll   NO,TE,15,0.0,0.0,10.1,1.7,0.0,0.0,0.0,0.0,0.0,—,BYE,1.7,0.0,0.0,1.7,1.4,0.0,—,1.1,16.6
467,Efton Chism III   NE,WR,8,—,—,—,—,—,0.0,0.0,—,0.0,0.0,0.0,—,0.0,BYE,—,—,12.0,4.5,2.1,16.5
468,KeAndre Lambert-Smith   LAC,WR,10,0.0,0.0,—,0.0,0.0,1.1,—,—,0.0,—,—,BYE,—,—,8.6,2.0,0.0,4.4,1.6,16.1
469,Shedrick Jackson   LV,WR,5,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,9.5,0.0,—,4.0,2.4,3.2,15.9
470,Adam Prentice   DEN,RB,17,1.4,0.0,0.0,0.4,0.8,0.3,0.0,0.0,0.2,2.3,2.4,BYE,2.4,5.3,-0.1,0.0,0.3,0.0,0.9,15.7
471,C.J. Ham   MIN,RB,11,—,—,—,—,0.0,BYE,1.5,—,—,0.0,0.0,0.0,0.0,0.0,6.1,0.3,0.0,7.7,1.4,15.6
472,Casey Washington   ATL,WR,7,6.3,—,—,2.9,BYE,0.0,2.7,3.5,—,0.0,0.0,—,—,—,—,—,—,—,2.2,15.4
473,Braelon Allen   NYJ,RB,4,6.9,1.1,6.7,0.6,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,3.8,15.3
474,Scotty Miller   PIT,WR,13,0.0,0.0,0.0,0.0,BYE,0.0,1.9,—,—,—,0.0,0.0,—,0.0,0.0,4.9,5.5,2.9,1.2,15.2
474,Terrell Jennings   NE,RB,6,—,—,—,—,—,—,1.8,1.5,11.4,0.5,—,0.0,0.0,BYE,—,—,—,—,2.5,15.2
476,Jude McAtamney   NYG,K,4,—,—,—,7.0,2.0,4.0,2.0,—,—,—,—,—,—,BYE,—,—,—,—,3.8,15.0
477,Skyy Moore   SF,WR,17,0.0,0.0,2.0,0.0,0.1,0.0,2.5,0.0,3.1,2.8,0.0,0.0,0.0,BYE,0.0,3.3,1.0,0.0,0.9,14.8
477,Tanner McKee   PHI,QB,4,—,—,—,—,—,—,—,-0.2,BYE,—,—,—,—,—,2.2,-0.2,—,12.9,3.7,14.8
479,Josh Whyle   GB,TE,8,—,—,—,—,BYE,—,—,—,—,0.0,7.2,1.1,0.0,3.1,0.0,—,1.8,1.4,1.8,14.6
479,Malik Heath   ATL,WR,11,0.0,4.7,0.0,1.9,BYE,0.0,0.0,5.9,2.1,0.0,—,0.0,0.0,—,—,—,—,—,1.3,14.6
481,Trey Lance   LAC,QB,4,—,—,—,—,2.9,—,—,—,—,—,1.6,BYE,0.8,—,—,—,—,9.3,3.6,14.5
481,Tylan Wallace   BAL,WR,14,0.0,10.5,0.0,2.4,0.0,0.0,BYE,1.6,0.0,0.0,0.0,0.0,—,0.0,0.0,—,—,0.0,1.0,14.5
483,Alec Ingold   MIA,RB,17,1.1,3.3,0.0,0.0,0.0,3.5,0.0,1.0,0.0,0.6,0.0,BYE,0.0,0.0,1.4,1.9,0.0,1.3,0.8,14.1
484,Ray-Ray McCloud III   NYG,WR,6,8.1,0.0,4.0,0.3,—,—,—,—,1.5,0.0,—,—,—,BYE,—,—,—,—,2.3,13.9
485,Xavier Weaver   ARI,WR,9,—,—,—,0.0,—,—,0.0,BYE,0.0,—,3.5,1.9,0.0,—,—,3.9,4.4,0.0,1.5,13.7
486,Arian Smith   NYJ,WR,16,0.0,0.8,2.2,0.0,2.4,0.0,1.0,3.3,BYE,1.3,0.0,0.8,—,0.0,0.0,0.0,1.5,0.2,0.8,13.5
487,Noah Brown   WAS,WR,4,4.7,1.9,—,—,—,—,—,—,—,—,—,BYE,—,2.9,3.8,—,—,—,3.3,13.3
487,Anthony Firkser   DET,TE,7,—,—,—,—,—,—,—,BYE,—,—,—,0.0,1.4,1.7,0.0,8.0,0.0,2.2,1.9,13.3
489,Austin Ekeler   WAS,RB,3,8.7,4.4,—,—,—,—,—,—,0.0,—,—,BYE,—,—,—,—,—,—,4.4,13.1
490,Michael Bandy   DEN,WR,4,—,—,—,—,—,—,—,—,0.6,0.0,—,BYE,—,—,9.0,—,3.4,—,3.3,13.0
490,David Martin-Robinson   TEN,TE,15,0.0,—,0.0,—,0.0,7.1,0.0,0.0,0.0,BYE,0.0,0.0,0.0,1.6,0.0,0.0,1.9,2.4,0.9,13.0
492,Foster Moreau   NO,TE,11,—,—,—,—,0.0,1.9,0.0,0.0,0.0,3.6,BYE,0.0,3.3,2.6,0.0,1.5,—,—,1.2,12.9
493,Charlie Woerner   ATL,TE,17,0.0,0.0,0.5,0.0,BYE,0.0,0.0,0.0,0.0,2.4,0.0,5.4,0.0,0.0,3.2,1.3,0.0,0.0,0.8,12.8
494,Drew Ogletree   IND,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,8.8,1.8,0.0,0.0,2.1,—,—,0.8,12.7
495,James Proche II   TEN,WR,9,—,—,—,—,—,—,—,0.0,0.0,BYE,—,7.2,2.3,0.0,0.0,0.0,1.5,1.5,1.4,12.5
496,Gage Larvadain   CLE,WR,13,—,—,—,—,0.0,4.2,0.0,0.3,BYE,0.0,0.0,0.0,2.3,3.8,1.8,0.0,0.0,0.0,1.0,12.4
497,Joe Milton III   DAL,QB,4,—,—,0.6,—,—,—,—,6.3,—,BYE,—,—,—,—,—,-0.9,—,6.2,3.1,12.3
498,Stone Smartt   NYJ,TE,9,—,—,—,0.0,—,0.0,—,—,BYE,0.0,—,—,0.0,0.0,0.0,8.4,3.8,0.0,1.4,12.2
499,Trevor Etienne   CAR,RB,17,0.4,1.2,-2.0,3.3,3.9,1.7,0.0,1.6,0.0,0.0,0.2,0.0,1.4,BYE,0.0,0.0,0.0,0.0,0.7,11.7
500,Najee Harris   LAC,RB,3,2.0,6.8,2.8,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,3.9,11.6
501,Ryan Miller   NYG,WR,13,0.0,9.0,0.0,0.0,0.0,0.0,2.4,0.0,—,0.0,0.0,0.0,0.0,0.0,—,—,—,—,0.9,11.4
502,Chris Oladokun   KC,QB,3,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,5.1,7.7,-1.7,3.7,11.2
502,Dylan Drummond   ATL,WR,9,—,—,—,—,BYE,—,—,0.0,0.0,—,—,4.8,1.3,5.1,0.0,0.0,0.0,0.0,1.2,11.2
504,Josiah Deguara   ARI,TE,12,—,0.0,—,—,—,—,0.0,BYE,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,9.5,0.9,11.1
505,Kylen Granson   PHI,TE,17,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,11.0
506,Kene Nwangwu   NYJ,RB,10,0.0,—,—,—,—,0.0,0.0,—,BYE,6.0,0.0,0.0,—,0.0,—,0.0,3.1,1.8,1.1,10.9
506,Phil Mafah   DAL,RB,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,10.9,10.9,10.9
508,Andy Dalton   CAR,QB,4,—,—,-0.1,6.3,—,—,2.2,2.1,—,—,—,—,—,BYE,—,—,—,—,2.6,10.5
509,Ronnie Bell   NO,WR,2,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,10.3,5.2,10.3
509,Robbie Chosen   WAS,WR,3,—,—,—,—,—,—,7.6,—,—,2.7,0.0,BYE,—,—,—,—,—,—,3.4,10.3
511,Hassan Haskins   LAC,RB,13,0.0,0.0,0.0,0.0,2.5,3.3,2.5,—,0.0,0.0,—,BYE,—,0.0,—,1.4,0.0,0.3,0.8,10.0
512,Kenny Pickett   LV,QB,6,—,—,—,—,—,—,-1.7,BYE,—,0.0,—,—,—,8.5,2.3,—,0.6,0.0,1.6,9.7
512,Braxton Berrios   HOU,WR,4,—,—,—,—,—,BYE,0.9,8.8,0.0,0.0,—,—,—,—,—,—,—,—,2.4,9.7
512,Brittain Brown   CHI,RB,2,—,—,—,—,BYE,—,—,—,9.7,—,—,—,—,—,0.0,—,—,—,4.9,9.7
515,DJ Giddens   IND,RB,9,4.1,0.0,0.3,0.0,2.2,0.0,0.0,—,—,—,BYE,—,—,—,—,—,0.0,3.0,1.1,9.6
515,Zamir White   LV,RB,5,0.8,3.3,3.3,—,—,—,—,BYE,—,—,—,—,—,—,—,—,0.2,2.0,1.9,9.6
517,Cedrick Wilson Jr.   MIA,WR,10,—,—,—,—,—,—,—,1.2,1.7,0.0,0.0,BYE,2.6,0.0,0.0,2.1,1.8,0.0,0.9,9.4
518,Corey Kiner   ARI,RB,4,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,1.1,3.2,0.2,4.8,2.3,9.3
519,AJ Dillon   PHI,RB,7,1.0,1.9,0.0,1.7,1.2,2.0,—,—,BYE,—,—,—,—,—,—,—,—,1.3,1.3,9.1
519,Eric Saubert   SEA,TE,11,0.0,0.0,2.2,0.0,0.0,0.0,0.0,BYE,—,—,—,—,—,—,1.9,2.0,0.0,3.0,0.8,9.1
521,Kaleb Johnson   PIT,RB,10,-0.2,0.1,—,2.2,BYE,1.5,—,—,2.3,0.3,1.5,—,0.3,0.4,0.4,—,—,—,0.9,8.8
521,Ty Chandler   MIN,RB,3,0.0,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,2.4,6.4,2.9,8.8
521,Brenden Bates   CLE,TE,9,—,—,—,0.0,4.3,—,0.0,—,BYE,—,0.0,0.0,—,—,0.0,0.0,2.9,1.6,1.0,8.8
524,Albert Okwuegbunam Jr.   LV,TE,1,—,—,—,—,8.6,—,—,BYE,—,—,—,—,—,—,—,—,—,—,8.6,8.6
525,Jalin Hyatt   NYG,WR,8,—,—,0.0,0.0,0.0,4.7,0.0,—,0.0,—,3.8,—,—,BYE,0.0,—,—,—,1.1,8.5
526,Max Brosmer   MIN,QB,7,—,—,1.2,—,-0.1,BYE,—,0.5,—,—,—,—,0.9,—,—,1.8,3.6,0.3,1.2,8.2
526,Dee Eskridge   MIA,WR,13,1.9,1.8,0.0,0.0,0.0,0.0,4.5,0.0,0.0,—,—,BYE,0.0,0.0,0.0,0.0,—,—,0.6,8.2
528,British Brooks   HOU,RB,13,—,—,—,0.0,1.5,BYE,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.6,7.8
529,Austin Trammell   JAC,WR,6,—,—,—,—,—,—,—,BYE,0.0,5.3,2.3,0.0,0.0,0.0,—,—,—,—,1.3,7.6
529,Tom Kennedy   DET,WR,6,—,—,—,—,—,—,—,BYE,—,—,—,—,7.6,0.0,0.0,0.0,0.0,0.0,1.3,7.6
529,Devin Culp   TB,TE,11,—,—,—,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,7.6,—,—,—,0.7,7.6
532,Keleki Latu   BUF,TE,5,—,—,—,—,—,—,BYE,—,—,—,1.4,0.0,0.0,—,—,—,0.0,6.1,1.5,7.5
533,Cam Akers   SEA,RB,4,—,—,1.9,—,5.3,—,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0,1.8,7.2
534,Xavier Restrepo   TEN,WR,2,—,—,—,—,—,—,—,—,—,BYE,—,4.6,2.5,—,—,—,—,—,3.6,7.1
535,Mason Kinsey   TEN,WR,10,—,—,—,—,—,—,0.0,0.0,0.0,BYE,2.4,0.0,—,0.0,0.0,0.0,4.4,0.0,0.7,6.8
535,Dareke Young   SEA,WR,9,—,0.0,2.2,0.0,4.6,0.0,0.0,BYE,—,—,—,—,—,—,—,0.0,0.0,0.0,0.8,6.8
537,Khalil Herbert   NYJ,RB,5,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,0.0,0.5,—,0.5,5.6,1.3,6.6
538,Durham Smythe   CHI,TE,17,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,1.8,1.4,0.0,1.2,0.0,0.0,2.1,0.0,0.4,6.5
539,Evan Hull   NO,RB,6,—,—,—,—,—,—,—,—,—,—,BYE,—,1.5,2.0,1.2,0.3,0.3,1.1,1.1,6.4
539,Tahj Brooks   CIN,RB,12,0.0,0.0,1.7,0.0,—,—,0.0,0.0,0.1,BYE,0.5,0.5,—,—,0.0,0.7,2.9,—,0.5,6.4
541,Deven Thompkins   ATL,WR,7,—,—,—,—,BYE,0.0,—,—,—,—,—,—,4.8,1.4,0.0,0.0,0.0,0.0,0.9,6.2
542,Jalen Brooks   ARI,WR,6,—,—,—,—,0.0,—,—,BYE,—,—,—,—,—,5.2,0.9,0.0,0.0,0.0,1.0,6.1
542,KhaDarel Hodge   ATL,WR,12,0.0,0.0,0.0,—,BYE,0.0,0.0,6.1,0.0,0.0,0.0,0.0,—,—,0.0,—,—,0.0,0.5,6.1
544,Ben Sims   MIN,TE,9,—,—,—,—,—,0.0,—,—,—,0.0,—,0.0,0.0,1.9,0.0,0.0,1.3,2.8,0.7,6.0
544,Charlie Jones   CIN,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,BYE,0.0,0.0,0.0,0.0,0.0,—,—,—,0.4,6.0
544,Justin Watson   HOU,WR,3,4.7,1.3,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,0.0,2.0,6.0
547,James Mitchell   CAR,TE,5,—,—,—,3.7,2.1,0.0,—,—,—,—,—,—,0.0,BYE,—,—,—,0.0,1.2,5.8
548,Cooper Rush   BAL,QB,4,—,-0.4,—,2.1,4.2,-0.1,BYE,—,—,—,—,—,—,—,—,—,—,—,1.4,5.7
549,Tai Felton   MIN,WR,14,0.0,—,1.9,0.0,0.0,BYE,0.0,0.0,0.0,—,0.0,0.0,0.0,2.0,0.0,1.6,—,0.0,0.4,5.5
550,Tyler Goodson   IND,RB,11,—,—,0.6,1.0,—,—,—,0.2,1.8,0.4,BYE,0.0,0.0,0.0,0.0,0.9,—,0.3,0.5,5.2
551,Trent Sherfield Sr.   ARI,WR,12,1.3,1.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,—,—,—,0.0,0.0,—,—,—,0.4,5.1
552,Shane Zylstra   DET,TE,5,0.0,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,5.0,0.0,0.0,1.0,5.0
553,Reggie Gilliam   BUF,RB,17,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.6,0.3,4.8
553,Tip Reiman   ARI,TE,5,2.0,0.0,2.8,0.0,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,1.0,4.8
553,Aidan O'Connell   LV,QB,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,4.8,4.8,4.8
556,Tahj Washington   MIA,WR,6,—,—,—,—,0.0,—,—,—,0.1,0.0,0.0,BYE,—,—,—,—,0.0,4.6,0.8,4.7
557,Jordan Watkins   SF,WR,5,—,—,—,—,—,—,—,1.7,2.9,0.0,—,—,—,BYE,0.0,0.0,—,—,0.9,4.6
557,Ronnie Rivers   LAR,RB,7,—,—,—,—,—,—,0.0,BYE,—,—,—,—,0.0,4.1,0.0,0.0,0.5,0.0,0.7,4.6
557,Devin Duvernay   CHI,WR,17,0.0,0.0,0.0,0.0,BYE,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.3,4.6
560,Beaux Collins   NYG,WR,9,0.0,0.0,0.0,0.0,1.7,0.0,0.0,2.8,0.0,—,—,—,—,BYE,—,—,—,—,0.5,4.5
561,Tay Martin   WAS,WR,3,—,—,—,2.4,1.9,0.0,—,—,—,—,—,BYE,—,—,—,—,—,—,1.4,4.3
562,Nikko Remigio   KC,WR,14,0.0,3.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,—,0.0,0.0,—,—,0.3,4.2
562,Clyde Edwards-Helaire   KC,RB,2,—,—,—,—,—,—,—,—,0.5,BYE,—,3.7,—,—,—,—,—,—,2.1,4.2
564,Julius Chestnut   TEN,RB,17,0.2,0.0,2.6,0.0,0.3,0.0,0.0,0.5,0.0,BYE,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,4.0
564,Britain Covey   PHI,WR,6,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0,0.0,0.0,0.0,4.0,0.7,4.0
564,Nathan Carter   ATL,RB,4,—,0.0,2.6,—,BYE,—,—,1.4,—,—,—,—,—,—,—,—,—,0.0,1.0,4.0
564,Jared Wayne   HOU,WR,1,—,—,—,—,—,BYE,—,4.0,—,—,—,—,—,—,—,—,—,—,4.0,4.0
564,Jake Bobo   SEA,WR,11,—,0.0,0.0,2.7,0.0,0.0,1.3,BYE,—,—,—,0.0,—,0.0,0.0,—,0.0,0.0,0.4,4.0
569,Shane Buechele   KC,QB,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,3.9,3.9,3.9
569,Tucker Fisk   LAC,TE,10,—,—,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.7,0.0,BYE,0.0,—,—,—,—,—,0.4,3.9
571,Colson Yankoff   WAS,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,—,—,0.0,1.4,BYE,2.4,0.0,0.0,—,0.0,0.0,0.3,3.8
572,Dylan Laube   LV,RB,17,0.0,3.7,0.2,0.0,0.0,0.0,1.4,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-2.0,0.2,3.7
572,Zaire Mitchell-Paden   NO,TE,8,0.0,0.0,0.0,0.0,1.3,0.0,—,—,—,2.4,BYE,0.0,—,—,—,—,—,—,0.5,3.7
574,Dameon Pierce   KC,RB,5,0.5,—,—,—,2.1,—,—,0.0,—,0.0,—,—,—,—,—,—,—,1.0,0.7,3.6
575,Jonathan Mingo   DAL,WR,6,—,—,—,—,—,—,—,—,—,BYE,—,0.0,—,0.0,3.5,0.0,0.0,0.0,0.6,3.5
575,Jakobie Keeney-James   GB,WR,1,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,—,3.5,3.5,3.5
575,Lucas Krull   DEN,TE,4,1.6,0.0,1.9,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,—,0.9,3.5
578,Jelani Woods   NYJ,TE,6,—,0.0,—,—,—,—,—,0.0,BYE,—,—,—,—,—,0.0,0.0,1.4,2.0,0.6,3.4
578,Ben Yurosek   MIN,TE,12,0.0,0.0,0.0,—,—,BYE,0.0,1.5,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,1.9,0.3,3.4
580,Alex Bachman   LV,WR,13,0.0,0.0,0.0,—,1.9,0.0,0.0,BYE,0.0,0.0,—,0.0,0.0,—,—,1.3,0.0,0.0,0.2,3.2
580,Velus Jones Jr.   SEA,WR,6,0.0,—,0.0,0.0,0.0,—,—,BYE,—,—,—,—,—,3.2,0.0,—,—,—,0.5,3.2
582,Sal Cannella   CLE,TE,2,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,3.1,0.0,1.6,3.1
583,Moliki Matavao   NO,TE,6,0.0,0.0,—,0.0,—,—,—,—,—,—,BYE,—,—,—,—,0.0,3.0,0.0,0.5,3.0
583,Clayton Tune   GB,QB,2,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,-0.7,3.7,1.5,3.0
585,Teddy Bridgewater   TB,QB,4,—,—,—,—,—,—,-0.1,0.0,BYE,—,-0.1,3.1,—,—,—,—,—,—,0.7,2.9
586,Andre Baccellia   ARI,WR,5,—,—,—,—,—,—,—,BYE,—,—,1.5,0.0,0.0,1.3,0.0,—,—,—,0.6,2.8
587,David Moore   CAR,WR,4,0.0,0.0,1.5,1.2,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,0.7,2.7
587,Ross Dwelley   CAR,TE,10,—,—,0.0,0.0,0.0,0.0,0.0,—,—,0.0,0.0,0.0,1.3,1.4,—,—,—,—,0.3,2.7
587,Harrison Bryant   HOU,TE,12,—,0.0,0.0,0.0,1.5,BYE,0.0,0.0,1.2,0.0,—,—,—,—,0.0,0.0,0.0,0.0,0.2,2.7
587,Cam Grandy   CIN,TE,5,—,—,1.6,0.0,—,—,0.0,—,—,BYE,—,—,—,—,0.0,1.1,—,—,0.5,2.7
591,Will Mallory   IND,TE,2,—,—,—,—,0.0,—,—,—,—,—,BYE,—,—,—,—,—,2.6,—,1.3,2.6
591,Anthony Gould   IND,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,—,—,BYE,0.0,0.0,1.3,—,—,—,—,0.2,2.6
591,Tyson Bagent   CHI,QB,3,—,1.8,—,—,BYE,—,—,—,0.8,—,0.0,—,—,—,—,—,—,—,0.9,2.6
594,D'Ernest Johnson   NE,RB,6,—,—,—,—,—,—,0.0,—,—,0.1,0.6,—,—,BYE,—,0.0,0.5,1.3,0.4,2.5
594,Tim Jones   JAC,WR,4,0.0,0.0,—,—,—,—,—,BYE,2.5,0.0,—,—,—,—,—,—,—,—,0.6,2.5
596,Blake Whiteheart   CLE,TE,16,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.0,BYE,0.0,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4
596,Jalen Royals   KC,WR,7,—,—,—,0.0,0.0,0.0,0.0,—,—,BYE,—,—,—,—,—,0.0,0.0,2.4,0.3,2.4
598,Anthony Richardson Sr.   IND,QB,2,—,—,-0.1,—,2.3,—,—,—,—,—,BYE,—,—,—,—,—,—,—,1.1,2.2
599,Pharaoh Brown   ARI,TE,7,—,—,—,—,—,—,—,BYE,—,—,0.0,0.0,0.0,0.0,2.1,0.0,—,0.0,0.3,2.1
599,DeeJay Dallas   JAC,RB,5,—,—,—,—,0.0,0.0,—,BYE,—,—,—,—,—,—,—,0.0,2.1,0.0,0.4,2.1
599,Payne Durham   TB,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.1,2.1
599,Joshua Dobbs   NE,QB,4,—,—,—,-0.2,—,—,0.3,—,—,—,—,—,—,BYE,—,—,1.1,0.9,0.5,2.1
599,Patrick Ricard   BAL,RB,12,—,—,—,—,—,0.0,BYE,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,2.1
604,Quentin Skinner   NYJ,WR,1,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,2.0,2.0,2.0
604,Jacardia Wright   SEA,RB,1,—,—,2.0,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,2.0,2.0
606,Brandon Allen   TEN,QB,1,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,1.9,1.9,1.9
607,Bryce Oliver   TEN,WR,3,1.8,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.6,1.8
608,Roschon Johnson   CHI,RB,6,—,0.0,0.0,0.0,BYE,0.6,1.1,—,—,—,0.0,—,—,—,—,—,—,—,0.3,1.7
608,Chris Manhertz   NYG,TE,17,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.1,1.7
610,Derius Davis   LAC,WR,11,0.3,0.0,-1.8,—,—,—,0.0,0.0,0.0,1.3,0.0,BYE,0.0,0.0,—,—,—,1.7,0.1,1.5
611,Jared Wiley   KC,TE,4,—,—,—,—,—,—,—,—,—,BYE,—,—,1.4,—,—,0.0,0.0,0.0,0.4,1.4
611,Zach Wilson   MIA,QB,4,1.6,—,—,—,—,—,—,0.0,—,—,—,BYE,—,-0.2,—,—,—,0.0,0.3,1.4
613,Drake Dabney   GB,TE,2,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,0.0,1.3,0.7,1.3
613,Samori Toure   NO,WR,1,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,1.3,1.3,1.3
613,Carter Runyon   LV,TE,11,—,—,—,—,0.0,0.0,1.3,BYE,0.0,—,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0,0.1,1.3
